label,softwar,system,model,test,fault,use,qualiti,perform,data,develop,measur,process,detect,metric,applic,design,method,predict,paper,propos,network,techniqu,approach,base,algorithm,result,reliabl,estim,time,present,analysi,servic,evalu,defect,failur,control,improv,requir,code,studi,error,provid,effect,program,comput,gener,assess,differ,project,tool
no,2,1,0,1,0,1,1,3,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
no,0,5,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
no,1,0,1,0,0,1,0,1,4,1,0,2,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
no,1,2,0,0,0,14,0,11,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,1,3,0,0,1,2,4,2,0
no,3,0,7,2,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,1,3,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,2,0,0
no,3,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,1,0,2,1,0,0,0,1,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,3,1,0,1,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
no,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
no,1,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
no,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
no,4,5,0,0,0,1,1,0,0,1,0,0,0,6,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
no,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,3,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
no,2,0,0,1,0,2,1,0,0,2,1,0,0,0,0,8,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,2
no,0,1,1,0,0,2,1,1,0,2,0,2,0,0,0,3,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
no,0,1,1,1,0,2,2,2,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,1,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0
no,1,2,0,7,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,1,0,0,0,0,0
no,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,2,0,0,1,0,2,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
no,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,3,1,0,4,2,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
no,1,2,3,2,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0,0,2,1,0,1,0,0,0,0,0,3,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
no,2,2,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,5,0,1,2,0,1,0,0,1,1,0,0,0,0,2,0,0
no,7,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0
no,3,0,0,0,0,1,3,1,1,0,0,1,0,4,0,3,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
no,1,1,7,0,0,1,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
no,0,1,0,0,2,1,0,0,1,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
no,0,0,1,0,0,0,2,0,0,2,2,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,2,1,0,1,0
no,1,0,2,0,0,0,2,0,6,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
no,0,5,0,1,0,1,1,1,2,1,1,0,1,0,1,0,1,0,2,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
no,1,0,0,2,0,2,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
no,0,1,0,0,5,1,0,2,0,0,0,0,2,0,1,0,3,0,0,2,0,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0
no,7,3,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,0,4,0,0,4,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
no,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
no,1,1,0,1,0,1,2,1,3,1,0,0,0,0,1,0,0,0,0,3,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
no,5,1,0,2,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
no,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
no,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,1,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1
no,1,4,1,0,2,4,1,3,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
no,1,2,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,1,6,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
no,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
no,0,1,5,0,0,1,2,2,6,1,0,0,5,0,0,1,0,0,1,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
no,8,1,0,3,0,0,3,1,0,1,1,1,0,0,0,2,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,1,0,0
no,0,0,0,6,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,2,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0
no,3,2,3,2,0,8,0,0,1,1,0,1,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,2,0,0,1,0,0,0,0
no,3,0,2,0,0,0,3,1,0,0,0,12,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
no,5,4,4,0,0,2,1,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0
no,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no,1,2,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
no,0,6,5,0,0,2,0,2,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
no,1,3,0,1,3,1,1,3,0,0,0,0,3,0,0,1,0,0,1,3,9,0,0,0,0,1,1,0,2,0,0,2,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
no,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
no,7,5,2,5,0,5,1,0,1,1,0,2,1,2,2,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
no,5,0,1,1,1,2,0,1,2,0,0,2,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,8,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
no,0,10,2,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,2,1,1,1,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
no,3,0,1,0,0,2,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0
no,6,0,8,0,7,2,1,4,4,1,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,2,0
no,7,1,1,0,1,4,2,1,0,2,0,0,0,0,0,0,2,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0
no,5,3,1,0,0,2,2,0,0,2,1,3,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,1,0,0,0,0,2,1,0,0,0,1,0,0,4,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
no,0,0,2,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
no,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
no,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
no,2,1,4,0,0,2,1,9,5,0,0,1,0,6,0,0,0,0,2,0,0,2,0,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,1,2,0,0
no,1,0,0,5,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0
no,5,0,2,0,0,0,3,0,1,0,0,0,0,1,0,1,0,4,1,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
no,11,2,0,0,0,0,3,2,1,1,1,0,0,6,0,0,0,3,1,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
no,0,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
no,1,1,1,0,0,0,1,2,0,0,0,3,0,0,0,1,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0
no,1,0,1,0,3,2,0,2,0,1,0,1,2,0,0,0,0,0,1,1,0,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
no,4,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
no,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
no,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,3,4,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
no,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,2,0,0,1,0,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
no,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
no,1,0,0,0,0,4,2,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0
no,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,1,0,0,0,0
no,2,0,1,4,0,1,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0
no,1,5,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0
no,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
no,1,2,0,1,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,8,0,0,0,1,3,0,0,0,1,0,0
no,2,3,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
no,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
no,0,4,0,0,4,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
no,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
no,0,1,0,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,3,0,2,0,1,0,0,1,0,4,0,2
no,2,3,0,0,0,3,1,5,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
no,1,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0
no,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no,1,1,0,0,0,3,1,0,0,1,1,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
no,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0
no,3,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
no,0,5,0,1,1,4,0,3,0,0,0,2,3,0,3,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,1,0
no,1,0,0,0,0,2,6,1,0,0,1,0,0,2,1,0,0,0,2,0,2,0,0,0,0,2,1,1,0,2,1,0,2,0,0,2,0,2,0,1,0,0,1,0,0,1,1,0,0,0
no,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,2,1,4,0,0,2,2,1,0,0,1,1,4,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,1
no,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0
no,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,3,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
no,15,0,4,1,0,1,0,0,1,0,3,3,0,0,1,0,0,0,1,0,0,0,2,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
no,0,0,1,0,0,2,0,2,0,0,0,4,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0
no,0,7,2,0,0,1,0,4,0,0,1,0,0,0,3,0,0,3,3,0,0,2,1,0,1,0,0,0,0,3,0,0,0,0,0,8,0,0,0,2,0,0,0,0,3,2,0,0,0,1
no,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
no,0,2,1,0,0,0,2,1,1,2,0,0,0,0,1,1,0,0,0,1,9,0,0,1,0,0,0,0,2,1,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
no,5,0,0,0,2,1,0,0,3,1,0,0,0,1,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
no,1,2,0,2,0,6,2,3,0,2,3,0,0,1,0,1,1,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
no,15,0,0,0,0,2,1,1,0,7,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0
no,0,3,0,0,2,2,0,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
no,7,0,2,1,4,4,2,0,4,1,2,1,0,9,0,0,2,4,0,2,1,5,2,0,0,1,1,1,1,0,0,0,1,1,0,1,1,3,3,0,0,0,0,0,0,0,0,1,2,0
no,4,3,0,0,0,0,5,1,0,2,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,3,0,4,0,1,0,0,1,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
no,1,5,1,5,0,0,0,2,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
no,4,0,2,0,0,2,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
no,1,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
no,0,4,0,0,0,0,1,0,0,2,1,2,0,1,1,2,2,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0
no,0,0,1,12,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,3,0,2,0,1
no,1,0,0,0,0,1,0,1,3,0,0,0,3,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1
no,0,2,2,0,0,1,0,3,0,1,0,0,4,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,4,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
no,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
no,0,0,0,8,0,1,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0
no,0,0,0,5,2,1,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
no,0,0,1,8,0,2,0,5,0,1,1,0,0,0,8,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
no,0,0,5,1,0,0,0,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,4,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,2,0,5,0,0,6,1,2,7,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0
no,2,0,0,0,0,2,0,4,0,0,0,0,0,2,1,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
no,0,2,0,1,6,1,0,0,2,0,3,0,0,0,0,1,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
no,0,0,2,0,0,1,1,1,2,0,0,0,5,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
no,0,0,1,0,0,3,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0,1,0,1,11,0,0,1,0,0
no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,1,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0
no,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,0,0,1,0,0,2,0,2,9,1,0,2,0,0,1,0,0,0,2,2,0,1,0,1,4,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,3,0,0,0,3,0,0,3
no,1,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,2,0,0,3,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
no,0,0,0,0,0,1,1,1,4,0,1,0,0,1,3,0,0,1,1,2,0,1,0,1,1,1,1,0,1,0,0,5,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0
